polygon|1.0|[[3, 1], [1, 4], [0, 1], [0, 6], [1, 23]]
polygon|1.0|[[3, 45], [3, 44], [1, 42], [1, 56], [5, 76], [6, 77], [5, 56], [6, 57]]
polygon|1.0|[[7, 116], [6, 103], [4, 87], [1, 83], [1, 84], [1, 104], [1, 131], [1, 133], [8, 131], [9, 135], [9, 133], [9, 131], [12, 133], [9, 117]]
polygon|1.0|[[15, 153], [15, 152], [14, 152], [0, 156], [0, 185], [0, 189], [14, 186], [14, 185], [15, 186], [18, 186], [14, 169], [15, 169]]
polygon|1.0|[[21, 201], [21, 200], [20, 201], [20, 200], [20, 197], [1, 198], [0, 230], [0, 233], [1, 234], [23, 231], [24, 231], [24, 230], [23, 227], [24, 227]]
polygon|1.0|[[18, 246], [17, 246], [18, 245], [18, 242], [17, 242], [1, 239], [1, 240], [4, 244], [1, 244], [1, 246], [0, 254], [3, 254], [17, 254], [18, 254], [26, 254], [27, 254]]
polygon|1.0|[[124, 18], [126, 1], [123, 3], [122, 3], [123, 1], [122, 1], [119, 0], [105, 1], [104, 3], [87, 6], [85, 6], [83, 5], [83, 6], [87, 13], [87, 15], [86, 15], [83, 14], [83, 15], [78, 14], [78, 15], [84, 40], [85, 50], [83, 53], [83, 54], [87, 50], [87, 52], [87, 54], [122, 47], [124, 48], [125, 47], [126, 48], [126, 47]]
polygon|1.0|[[132, 57], [132, 56], [100, 66], [99, 65], [97, 66], [95, 65], [97, 69], [84, 71], [83, 71], [84, 72], [83, 72], [80, 73], [80, 101], [80, 104], [81, 104], [81, 105], [134, 102], [135, 102], [134, 101], [136, 101], [138, 102], [138, 101]]
polygon|1.0|[[138, 108], [138, 107], [137, 108], [137, 107], [118, 111], [118, 110], [90, 113], [89, 113], [90, 114], [89, 114], [90, 117], [89, 117], [89, 159], [90, 158], [90, 159], [143, 153], [144, 153], [144, 152]]
polygon|1.0|[[144, 166], [143, 166], [140, 168], [144, 164], [143, 164], [140, 166], [114, 171], [113, 171], [112, 170], [99, 170], [99, 171], [98, 170], [99, 182], [102, 184], [100, 185], [98, 185], [102, 186], [100, 186], [98, 186], [88, 185], [93, 203], [93, 204], [94, 215], [96, 215], [95, 218], [95, 219], [96, 218], [96, 219], [146, 213], [147, 213], [146, 211], [147, 211], [150, 211], [147, 209]]
polygon|1.0|[[150, 222], [149, 222], [150, 221], [149, 221], [150, 218], [96, 228], [95, 228], [96, 231], [95, 231], [98, 248], [99, 248], [98, 249], [98, 254], [100, 254], [102, 254], [105, 254], [152, 254], [153, 254], [156, 254]]
polygon|1.0|[[254, 0], [240, 1], [239, 1], [236, 0], [244, 13], [242, 12], [237, 13], [236, 15], [233, 26], [234, 27], [237, 26], [237, 27], [254, 33], [254, 32], [254, 28], [254, 26]]
polygon|1.0|[[254, 43], [254, 40], [254, 38], [248, 42], [247, 41], [251, 86], [251, 88], [252, 86], [254, 90], [254, 89]]
polygon|1.0|[[254, 99], [254, 96], [251, 115], [254, 135], [254, 133], [254, 131], [254, 128], [254, 124], [254, 122], [254, 119], [254, 115]]
